,id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed
998122,1807.00914,Edoardo Maria Ponti,"Edoardo Maria Ponti, Helen O'Horan, Yevgeni Berzak, Ivan Vuli\'c, Roi
  Reichart, Thierry Poibeau, Ekaterina Shutova, Anna Korhonen","Modeling Language Variation and Universals: A Survey on Typological
  Linguistics for Natural Language Processing",,,,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Linguistic typology aims to capture structural and semantic variation across
the world's languages. A large-scale typology could provide excellent guidance
for multilingual Natural Language Processing (NLP), particularly for languages
that suffer from the lack of human labeled resources. We present an extensive
literature survey on the use of typological information in the development of
NLP techniques. Our survey demonstrates that to date, the use of information in
existing typological databases has resulted in consistent but modest
improvements in system performance. We show that this is due to both intrinsic
limitations of databases (in terms of coverage and feature granularity) and
under-employment of the typological features included in them. We advocate for
a new approach that adapts the broad and discrete nature of typological
categories to the contextual and continuous nature of machine learning
algorithms used in contemporary NLP. In particular, we suggest that such
approach could be facilitated by recent developments in data-driven induction
of typological knowledge.
","[{'version': 'v1', 'created': 'Mon, 2 Jul 2018 22:09:59 GMT'}, {'version': 'v2', 'created': 'Wed, 27 Feb 2019 19:55:28 GMT'}, {'version': 'v3', 'created': 'Mon, 26 Oct 2020 23:23:45 GMT'}]",2020-10-28,"[['Ponti', 'Edoardo Maria', ''], [""O'Horan"", 'Helen', ''], ['Berzak', 'Yevgeni', ''], ['Vulić', 'Ivan', ''], ['Reichart', 'Roi', ''], ['Poibeau', 'Thierry', ''], ['Shutova', 'Ekaterina', ''], ['Korhonen', 'Anna', '']]"
1355762,2009.14259,Peter Jansen,Peter A. Jansen,"Visually-Grounded Planning without Vision: Language Models Infer
  Detailed Plans from High-level Instructions","Accepted to Findings of EMNLP. V2: corrected typo Table 1; margins
  Table 3",,,,cs.CL cs.CV,http://creativecommons.org/licenses/by/4.0/,"  The recently proposed ALFRED challenge task aims for a virtual robotic agent
to complete complex multi-step everyday tasks in a virtual home environment
from high-level natural language directives, such as ""put a hot piece of bread
on a plate"". Currently, the best-performing models are able to complete less
than 5% of these tasks successfully. In this work we focus on modeling the
translation problem of converting natural language directives into detailed
multi-step sequences of actions that accomplish those goals in the virtual
environment. We empirically demonstrate that it is possible to generate gold
multi-step plans from language directives alone without any visual input in 26%
of unseen cases. When a small amount of visual information is incorporated,
namely the starting location in the virtual environment, our best-performing
GPT-2 model successfully generates gold command sequences in 58% of cases. Our
results suggest that contextualized language models may provide strong visual
semantic planning modules for grounded virtual agents.
","[{'version': 'v1', 'created': 'Tue, 29 Sep 2020 18:52:39 GMT'}, {'version': 'v2', 'created': 'Mon, 26 Oct 2020 19:16:00 GMT'}]",2020-10-28,"[['Jansen', 'Peter A.', '']]"
776112,1610.00765,Edoardo Maria Ponti,"Edoardo Maria Ponti, Elisabetta Jezek, Bernardo Magnini","Distributed Representations of Lexical Sets and Prototypes in Causal
  Alternation Verbs","5 pages, 4 figures, accepted at: Third Italian Conference on
  Computational Linguistics (CLIC-it). 5-6 December 2016, Napoli (Italy)",,,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Lexical sets contain the words filling an argument slot of a verb, and are in
part determined by selectional preferences. The purpose of this paper is to
unravel the properties of lexical sets through distributional semantics. We
investigate 1) whether lexical set behave as prototypical categories with a
centre and a periphery; 2) whether they are polymorphic, i.e. composed by
subcategories; 3) whether the distance between lexical sets of different
arguments is explanatory of verb properties. In particular, our case study are
lexical sets of causative-inchoative verbs in Italian. Having studied several
vector models, we find that 1) based on spatial distance from the centroid,
object fillers are scattered uniformly across the category, whereas
intransitive subject fillers lie on its edge; 2) a correlation exists between
the amount of verb senses and that of clusters discovered automatically,
especially for intransitive subjects; 3) the distance between the centroids of
object and intransitive subject is correlated with other properties of verbs,
such as their cross-lingual tendency to appear in the intransitive pattern
rather than transitive one. This paper is noncommittal with respect to the
hypothesis that this connection is underpinned by a semantic reason, namely the
spontaneity of the event denoted by the verb.
","[{'version': 'v1', 'created': 'Mon, 3 Oct 2016 21:50:27 GMT'}, {'version': 'v2', 'created': 'Mon, 26 Oct 2020 23:48:14 GMT'}]",2020-10-28,"[['Ponti', 'Edoardo Maria', ''], ['Jezek', 'Elisabetta', ''], ['Magnini', 'Bernardo', '']]"
1362519,2010.06189,Zhengbao Jiang,"Zhengbao Jiang, Antonios Anastasopoulos, Jun Araki, Haibo Ding, Graham
  Neubig","X-FACTR: Multilingual Factual Knowledge Retrieval from Pretrained
  Language Models",EMNLP 2020,,,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Language models (LMs) have proven surprisingly successful at capturing
factual knowledge by completing cloze-style fill-in-the-blank questions such as
""Punta Cana is located in _."" However, while knowledge is both written and
queried in many languages, studies on LMs' factual representation ability have
almost invariably been performed on English. To assess factual knowledge
retrieval in LMs in different languages, we create a multilingual benchmark of
cloze-style probes for 23 typologically diverse languages. To properly handle
language variations, we expand probing methods from single- to multi-word
entities, and develop several decoding algorithms to generate multi-token
predictions. Extensive experimental results provide insights about how well (or
poorly) current state-of-the-art LMs perform at this task in languages with
more or fewer available resources. We further propose a code-switching-based
method to improve the ability of multilingual LMs to access knowledge, and
verify its effectiveness on several benchmark languages. Benchmark data and
code have been released at https://x-factr.github.io.
","[{'version': 'v1', 'created': 'Tue, 13 Oct 2020 05:29:56 GMT'}, {'version': 'v2', 'created': 'Wed, 14 Oct 2020 22:23:17 GMT'}, {'version': 'v3', 'created': 'Tue, 27 Oct 2020 15:30:03 GMT'}]",2020-10-28,"[['Jiang', 'Zhengbao', ''], ['Anastasopoulos', 'Antonios', ''], ['Araki', 'Jun', ''], ['Ding', 'Haibo', ''], ['Neubig', 'Graham', '']]"
1362726,2010.06396,Ekta Sood,"Ekta Sood, Simon Tannert, Diego Frassinelli, Andreas Bulling and Ngoc
  Thang Vu","Interpreting Attention Models with Human Visual Attention in Machine
  Reading Comprehension",CoNLL 2020,,,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  While neural networks with attention mechanisms have achieved superior
performance on many natural language processing tasks, it remains unclear to
which extent learned attention resembles human visual attention. In this paper,
we propose a new method that leverages eye-tracking data to investigate the
relationship between human visual attention and neural attention in machine
reading comprehension. To this end, we introduce a novel 23 participant eye
tracking dataset - MQA-RC, in which participants read movie plots and answered
pre-defined questions. We compare state of the art networks based on long
short-term memory (LSTM), convolutional neural models (CNN) and XLNet
Transformer architectures. We find that higher similarity to human attention
and performance significantly correlates to the LSTM and CNN models. However,
we show this relationship does not hold true for the XLNet models -- despite
the fact that the XLNet performs best on this challenging task. Our results
suggest that different architectures seem to learn rather different neural
attention strategies and similarity of neural to human attention does not
guarantee best performance.
","[{'version': 'v1', 'created': 'Tue, 13 Oct 2020 13:51:57 GMT'}, {'version': 'v2', 'created': 'Tue, 27 Oct 2020 14:47:51 GMT'}]",2020-10-28,"[['Sood', 'Ekta', ''], ['Tannert', 'Simon', ''], ['Frassinelli', 'Diego', ''], ['Bulling', 'Andreas', ''], ['Vu', 'Ngoc Thang', '']]"
1364221,2010.07891,Ekta Sood,"Ekta Sood, Simon Tannert, Philipp Mueller, Andreas Bulling","Improving Natural Language Processing Tasks with Human Gaze-Guided
  Neural Attention",NeurIPS 2020,,,,cs.CL cs.LG,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  A lack of corpora has so far limited advances in integrating human gaze data
as a supervisory signal in neural attention mechanisms for natural language
processing(NLP). We propose a novel hybrid text saliency model(TSM) that, for
the first time, combines a cognitive model of reading with explicit human gaze
supervision in a single machine learning framework. On four different corpora
we demonstrate that our hybrid TSM duration predictions are highly correlated
with human gaze ground truth. We further propose a novel joint modeling
approach to integrate TSM predictions into the attention layer of a network
designed for a specific upstream NLP task without the need for any
task-specific human gaze data. We demonstrate that our joint model outperforms
the state of the art in paraphrase generation on the Quora Question Pairs
corpus by more than 10% in BLEU-4 and achieves state of the art performance for
sentence compression on the challenging Google Sentence Compression corpus. As
such, our work introduces a practical approach for bridging between data-driven
and cognitive models and demonstrates a new way to integrate human gaze-guided
neural attention into NLP tasks.
","[{'version': 'v1', 'created': 'Thu, 15 Oct 2020 17:14:09 GMT'}, {'version': 'v2', 'created': 'Tue, 27 Oct 2020 16:16:18 GMT'}]",2020-10-28,"[['Sood', 'Ekta', ''], ['Tannert', 'Simon', ''], ['Mueller', 'Philipp', ''], ['Bulling', 'Andreas', '']]"
1177919,1909.07881,Palakorn Achananuparp,"Helena Lee, Palakorn Achananuparp, Yue Liu, Ee-Peng Lim, Lav R.
  Varshney","Estimating Glycemic Impact of Cooking Recipes via Online Crowdsourcing
  and Machine Learning","To appear in the Proceedings of Digital Public Health 2019 as short
  paper",,10.1145/3357729.3357748,,cs.CY cs.CL cs.LG,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Consumption of diets with low glycemic impact is highly recommended for
diabetics and pre-diabetics as it helps maintain their blood glucose levels.
However, laboratory analysis of dietary glycemic potency is time-consuming and
expensive. In this paper, we explore a data-driven approach utilizing online
crowdsourcing and machine learning to estimate the glycemic impact of cooking
recipes. We show that a commonly used healthiness metric may not always be
effective in determining recipes suitable for diabetics, thus emphasizing the
importance of the glycemic-impact estimation task. Our best classification
model, trained on nutritional and crowdsourced data obtained from Amazon
Mechanical Turk (AMT), can accurately identify recipes which are unhealthful
for diabetics.
","[{'version': 'v1', 'created': 'Tue, 17 Sep 2019 15:14:51 GMT'}]",2020-10-28,"[['Lee', 'Helena', ''], ['Achananuparp', 'Palakorn', ''], ['Liu', 'Yue', ''], ['Lim', 'Ee-Peng', ''], ['Varshney', 'Lav R.', '']]"
1299720,2006.05206,Jayden Macklin-Cordes,"Jayden L. Macklin-Cordes, Erich R. Round",Re-evaluating phoneme frequencies,"29pp (3 figures, 3 tables). This article has been provisionally
  accepted for publication (Frontiers in Psychology, Language Sciences).
  Supplementary information, data and code available at
  http://doi.org/10.5281/zenodo.3886212",,10.3389/fpsyg.2020.570895,,cs.CL physics.soc-ph stat.AP,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Causal processes can give rise to distinctive distributions in the linguistic
variables that they affect. Consequently, a secure understanding of a
variable's distribution can hold a key to understanding the forces that have
causally shaped it. A storied distribution in linguistics has been Zipf's law,
a kind of power law. In the wake of a major debate in the sciences around
power-law hypotheses and the unreliability of earlier methods of evaluating
them, here we re-evaluate the distributions claimed to characterize phoneme
frequencies. We infer the fit of power laws and three alternative distributions
to 166 Australian languages, using a maximum likelihood framework. We find
evidence supporting earlier results, but also nuancing them and increasing our
understanding of them. Most notably, phonemic inventories appear to have a
Zipfian-like frequency structure among their most-frequent members (though
perhaps also a lognormal structure) but a geometric (or exponential) structure
among the least-frequent. We compare these new insights the kinds of causal
processes that affect the evolution of phonemic inventories over time, and
identify a potential account for why, despite there being an important role for
phonetic substance in phonemic change, we could still expect inventories with
highly diverse phonetic content to share similar distributions of phoneme
frequencies. We conclude with priorities for future work in this promising
program of research.
","[{'version': 'v1', 'created': 'Tue, 9 Jun 2020 12:05:10 GMT'}, {'version': 'v2', 'created': 'Tue, 27 Oct 2020 03:56:14 GMT'}]",2020-10-28,"[['Macklin-Cordes', 'Jayden L.', ''], ['Round', 'Erich R.', '']]"
1367182,2010.10852,Huy To Quoc,"Huy Quoc To, Kiet Van Nguyen, Ngan Luu-Thuy Nguyen, Anh Gia-Tuan
  Nguyen","Gender Prediction Based on Vietnamese Names with Machine Learning
  Techniques","6 pages, 6 figures",,,,cs.CL,http://creativecommons.org/licenses/by-nc-sa/4.0/,"  As biological gender is one of the aspects of presenting individual human,
much work has been done on gender classification based on people names. The
proposals for English and Chinese languages are tremendous; still, there have
been few works done for Vietnamese so far. We propose a new dataset for gender
prediction based on Vietnamese names. This dataset comprises over 26,000 full
names annotated with genders. This dataset is available on our website for
research purposes. In addition, this paper describes six machine learning
algorithms (Support Vector Machine, Multinomial Naive Bayes, Bernoulli Naive
Bayes, Decision Tree, Random Forrest and Logistic Regression) and a deep
learning model (LSTM) with fastText word embedding for gender prediction on
Vietnamese names. We create a dataset and investigate the impact of each name
component on detecting gender. As a result, the best F1-score that we have
achieved is up to 96\% on LSTM model and we generate a web API based on our
trained model.
","[{'version': 'v1', 'created': 'Wed, 21 Oct 2020 09:25:48 GMT'}, {'version': 'v2', 'created': 'Thu, 22 Oct 2020 02:21:32 GMT'}, {'version': 'v3', 'created': 'Tue, 27 Oct 2020 01:29:35 GMT'}]",2020-10-28,"[['To', 'Huy Quoc', ''], ['Van Nguyen', 'Kiet', ''], ['Nguyen', 'Ngan Luu-Thuy', ''], ['Nguyen', 'Anh Gia-Tuan', '']]"
1236866,2001.11453,Edoardo Maria Ponti,"Edoardo M. Ponti, Ivan Vuli\'c, Ryan Cotterell, Marinela Parovic, Roi
  Reichart and Anna Korhonen","Parameter Space Factorization for Zero-Shot Learning across Tasks and
  Languages",,,,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Most combinations of NLP tasks and language varieties lack in-domain examples
for supervised training because of the paucity of annotated data. How can
neural models make sample-efficient generalizations from task--language
combinations with available data to low-resource ones? In this work, we propose
a Bayesian generative model for the space of neural parameters. We assume that
this space can be factorized into latent variables for each language and each
task. We infer the posteriors over such latent variables based on data from
seen task--language combinations through variational inference. This enables
zero-shot classification on unseen combinations at prediction time. For
instance, given training data for named entity recognition (NER) in Vietnamese
and for part-of-speech (POS) tagging in Wolof, our model can perform accurate
predictions for NER in Wolof. In particular, we experiment with a typologically
diverse sample of 33 languages from 4 continents and 11 families, and show that
our model yields comparable or better results than state-of-the-art, zero-shot
cross-lingual transfer methods. Moreover, we demonstrate that approximate
Bayesian model averaging results in smoother predictive distributions, whose
entropy strongly correlates with accuracy. Hence, the proposed framework also
offers robust estimates of uncertainty.
","[{'version': 'v1', 'created': 'Thu, 30 Jan 2020 16:58:56 GMT'}, {'version': 'v2', 'created': 'Mon, 26 Oct 2020 23:30:01 GMT'}]",2020-10-28,"[['Ponti', 'Edoardo M.', ''], ['Vulić', 'Ivan', ''], ['Cotterell', 'Ryan', ''], ['Parovic', 'Marinela', ''], ['Reichart', 'Roi', ''], ['Korhonen', 'Anna', '']]"
1304040,2006.09526,Chau Tran,"Chau Tran, Yuqing Tang, Xian Li, Jiatao Gu",Cross-lingual Retrieval for Iterative Self-Supervised Training,,NeurIPS 2020,,,cs.CL cs.LG,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Recent studies have demonstrated the cross-lingual alignment ability of
multilingual pretrained language models. In this work, we found that the
cross-lingual alignment can be further improved by training seq2seq models on
sentence pairs mined using their own encoder outputs. We utilized these
findings to develop a new approach -- cross-lingual retrieval for iterative
self-supervised training (CRISS), where mining and training processes are
applied iteratively, improving cross-lingual alignment and translation ability
at the same time. Using this method, we achieved state-of-the-art unsupervised
machine translation results on 9 language directions with an average
improvement of 2.4 BLEU, and on the Tatoeba sentence retrieval task in the
XTREME benchmark on 16 languages with an average improvement of 21.5% in
absolute accuracy. Furthermore, CRISS also brings an additional 1.8 BLEU
improvement on average compared to mBART, when finetuned on supervised machine
translation downstream tasks.
","[{'version': 'v1', 'created': 'Tue, 16 Jun 2020 21:30:51 GMT'}, {'version': 'v2', 'created': 'Mon, 26 Oct 2020 23:25:31 GMT'}]",2020-10-28,"[['Tran', 'Chau', ''], ['Tang', 'Yuqing', ''], ['Li', 'Xian', ''], ['Gu', 'Jiatao', '']]"
1367362,2010.11032,Leshem Choshen,"Leshem Choshen, Dmitry Nikolaev, Yevgeni Berzak, Omri Abend",Classifying Syntactic Errors in Learner Language,CoNLL 2020,,,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We present a method for classifying syntactic errors in learner language,
namely errors whose correction alters the morphosyntactic structure of a
sentence.
  The methodology builds on the established Universal Dependencies syntactic
representation scheme, and provides complementary information to other
error-classification systems.
  Unlike existing error classification methods, our method is applicable across
languages, which we showcase by producing a detailed picture of syntactic
errors in learner English and learner Russian. We further demonstrate the
utility of the methodology for analyzing the outputs of leading Grammatical
Error Correction (GEC) systems.
","[{'version': 'v1', 'created': 'Wed, 21 Oct 2020 14:28:22 GMT'}, {'version': 'v2', 'created': 'Tue, 27 Oct 2020 14:58:14 GMT'}]",2020-10-28,"[['Choshen', 'Leshem', ''], ['Nikolaev', 'Dmitry', ''], ['Berzak', 'Yevgeni', ''], ['Abend', 'Omri', '']]"
1370769,2010.14439,Bill Yuchen Lin,"Bill Yuchen Lin, Haitian Sun, Bhuwan Dhingra, Manzil Zaheer, Xiang
  Ren, William W. Cohen",Differentiable Open-Ended Commonsense Reasoning,Work in progress. Project page: https://yuchenlin.xyz/opencsr/,,,,cs.CL cs.AI cs.LG,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Current commonsense reasoning research mainly focuses on developing models
that use commonsense knowledge to answer multiple-choice questions. However,
systems designed to answer multiple-choice questions may not be useful in
applications that do not provide a small list of possible candidate answers to
choose from. As a step towards making commonsense reasoning research more
realistic, we propose to study open-ended commonsense reasoning (OpenCSR) --
the task of answering a commonsense question without any pre-defined choices,
using as a resource only a corpus of commonsense facts written in natural
language. The task is challenging due to a much larger decision space, and
because many commonsense questions require multi-hop reasoning. We propose an
efficient differentiable model for multi-hop reasoning over knowledge facts,
named DrFact. We evaluate our approach on a collection of re-formatted,
open-ended versions of popular tests targeting commonsense reasoning, and show
that our approach outperforms strong baseline methods by a large margin.
","[{'version': 'v1', 'created': 'Sat, 24 Oct 2020 10:07:00 GMT'}]",2020-10-28,"[['Lin', 'Bill Yuchen', ''], ['Sun', 'Haitian', ''], ['Dhingra', 'Bhuwan', ''], ['Zaheer', 'Manzil', ''], ['Ren', 'Xiang', ''], ['Cohen', 'William W.', '']]"
1329286,2008.01564,Bruce Lee,"Bruce W. Lee, Jason Hyung-Jong Lee","LXPER Index: a curriculum-specific text readability assessment model for
  EFL students in Korea","8 pages, 2 figures, 7 tables",,10.14569/IJACSA.2020.0110801,,cs.CL cs.LG,http://creativecommons.org/licenses/by-nc-sa/4.0/,"  Automatic readability assessment is one of the most important applications of
Natural Language Processing (NLP) in education. Since automatic readability
assessment allows the fast selection of appropriate reading material for
readers at all levels of proficiency, it can be particularly useful for the
English education of English as Foreign Language (EFL) students around the
world. Most readability assessment models are developed for the native readers
of English and have low accuracy for texts in the non-native English Language
Training (ELT) curriculum. We introduce LXPER Index, which is a readability
assessment model for non-native EFL readers in the ELT curriculum of Korea. Our
experiments show that our new model, trained with CoKEC-text (Text Corpus of
the Korean ELT Curriculum), significantly improves the accuracy of automatic
readability assessment for texts in the Korean ELT curriculum.
","[{'version': 'v1', 'created': 'Sat, 1 Aug 2020 11:55:03 GMT'}]",2020-10-28,"[['Lee', 'Bruce W.', ''], ['Lee', 'Jason Hyung-Jong', '']]"
1280414,2005.00619,Gabriel Ilharco,"Gabriel Ilharco, Rowan Zellers, Ali Farhadi, Hannaneh Hajishirzi","Probing Contextual Language Models for Common Ground with Visual
  Representations",,,,,cs.CL cs.CV,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  While large-scale contextual language models have enjoyed great success
recently, much remains to be understood about what is encoded in their
representations. In this work, we characterize how contextual representations
of concrete nouns extracted by trained language models relate to the physical
properties of the objects they refer to. Our approach uses a probing model that
examines how effective these language representations are in discerning between
different visual representations. We show that many recent language models
yield representations that are useful in retrieving semantically aligned image
patches, and explore the role of context in this process. Much weaker results
are found in control experiments, attesting the selectivity of the probe. All
examined models greatly under-perform humans in retrieval, highlighting
substantial room for future progress. Altogether, our findings shed new
empirical insights on language grounding and its materialization in contextual
language models.
","[{'version': 'v1', 'created': 'Fri, 1 May 2020 21:28:28 GMT'}, {'version': 'v2', 'created': 'Tue, 6 Oct 2020 17:19:20 GMT'}, {'version': 'v3', 'created': 'Fri, 23 Oct 2020 22:12:40 GMT'}, {'version': 'v4', 'created': 'Tue, 27 Oct 2020 16:40:01 GMT'}]",2020-10-28,"[['Ilharco', 'Gabriel', ''], ['Zellers', 'Rowan', ''], ['Farhadi', 'Ali', ''], ['Hajishirzi', 'Hannaneh', '']]"
1370672,2010.14342,Guanyi Chen,"Guanyi Chen, Yinhe Zheng, Yupei Du",Listener's Social Identity Matters in Personalised Response Generation,Long paper accepted at INLG 2020,,,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Personalised response generation enables generating human-like responses by
means of assigning the generator a social identity. However, pragmatics theory
suggests that human beings adjust the way of speaking based on not only who
they are but also whom they are talking to. In other words, when modelling
personalised dialogues, it might be favourable if we also take the listener's
social identity into consideration. To validate this idea, we use gender as a
typical example of a social variable to investigate how the listener's identity
influences the language used in Chinese dialogues on social media. Also, we
build personalised generators. The experiment results demonstrate that the
listener's identity indeed matters in the language use of responses and that
the response generator can capture such differences in language use. More
interestingly, by additionally modelling the listener's identity, the
personalised response generator performs better in its own identity.
","[{'version': 'v1', 'created': 'Tue, 27 Oct 2020 14:57:21 GMT'}]",2020-10-28,"[['Chen', 'Guanyi', ''], ['Zheng', 'Yinhe', ''], ['Du', 'Yupei', '']]"
1370434,2010.14104,"Bj\""orn Bebensee","Bj\""orn Bebensee, Byoung-Tak Zhang",Co-attentional Transformers for Story-Based Video Understanding,"10 pages, 2 figures, submitted to ICASSP 2021",,,,cs.CV cs.AI cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Inspired by recent trends in vision and language learning, we explore
applications of attention mechanisms for visio-lingual fusion within an
application to story-based video understanding. Like other video-based QA
tasks, video story understanding requires agents to grasp complex temporal
dependencies. However, as it focuses on the narrative aspect of video it also
requires understanding of the interactions between different characters, as
well as their actions and their motivations. We propose a novel co-attentional
transformer model to better capture long-term dependencies seen in visual
stories such as dramas and measure its performance on the video question
answering task. We evaluate our approach on the recently introduced DramaQA
dataset which features character-centered video story understanding questions.
Our model outperforms the baseline model by 8 percentage points overall, at
least 4.95 and up to 12.8 percentage points on all difficulty levels and
manages to beat the winner of the DramaQA challenge.
","[{'version': 'v1', 'created': 'Tue, 27 Oct 2020 07:17:09 GMT'}]",2020-10-28,"[['Bebensee', 'Björn', ''], ['Zhang', 'Byoung-Tak', '']]"
1370601,2010.14271,Ming Gong,"Junhao Liu, Linjun Shou, Jian Pei, Ming Gong, Min Yang, Daxin Jiang","Cross-lingual Machine Reading Comprehension with Language Branch
  Knowledge Distillation",Accepted as long paper in COLING 2020,,,,cs.CL cs.AI,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Cross-lingual Machine Reading Comprehension (CLMRC) remains a challenging
problem due to the lack of large-scale annotated datasets in low-source
languages, such as Arabic, Hindi, and Vietnamese. Many previous approaches use
translation data by translating from a rich-source language, such as English,
to low-source languages as auxiliary supervision. However, how to effectively
leverage translation data and reduce the impact of noise introduced by
translation remains onerous. In this paper, we tackle this challenge and
enhance the cross-lingual transferring performance by a novel augmentation
approach named Language Branch Machine Reading Comprehension (LBMRC). A
language branch is a group of passages in one single language paired with
questions in all target languages. We train multiple machine reading
comprehension (MRC) models proficient in individual language based on LBMRC.
Then, we devise a multilingual distillation approach to amalgamate knowledge
from multiple language branch models to a single model for all target
languages. Combining the LBMRC and multilingual distillation can be more robust
to the data noises, therefore, improving the model's cross-lingual ability.
Meanwhile, the produced single multilingual model is applicable to all target
languages, which saves the cost of training, inference, and maintenance for
multiple models. Extensive experiments on two CLMRC benchmarks clearly show the
effectiveness of our proposed method.
","[{'version': 'v1', 'created': 'Tue, 27 Oct 2020 13:12:17 GMT'}]",2020-10-28,"[['Liu', 'Junhao', ''], ['Shou', 'Linjun', ''], ['Pei', 'Jian', ''], ['Gong', 'Ming', ''], ['Yang', 'Min', ''], ['Jiang', 'Daxin', '']]"
1370144,2010.13814,Constantin Orasan,"Hadeel Saadany, Constantin Orasan","Is it Great or Terrible? Preserving Sentiment in Neural Machine
  Translation of Arabic Reviews",,,,,cs.CL,http://creativecommons.org/licenses/by/4.0/,"  Since the advent of Neural Machine Translation (NMT) approaches there has
been a tremendous improvement in the quality of automatic translation. However,
NMT output still lacks accuracy in some low-resource languages and sometimes
makes major errors that need extensive post-editing. This is particularly
noticeable with texts that do not follow common lexico-grammatical standards,
such as user generated content (UGC). In this paper we investigate the
challenges involved in translating book reviews from Arabic into English, with
particular focus on the errors that lead to incorrect translation of sentiment
polarity. Our study points to the special characteristics of Arabic UGC,
examines the sentiment transfer errors made by Google Translate of Arabic UGC
to English, analyzes why the problem occurs, and proposes an error typology
specific of the translation of Arabic UGC. Our analysis shows that the output
of online translation tools of Arabic UGC can either fail to transfer the
sentiment at all by producing a neutral target text, or completely flips the
sentiment polarity of the target word or phrase and hence delivers a wrong
affect message. We address this problem by fine-tuning an NMT model with
respect to sentiment polarity showing that this approach can significantly help
with correcting sentiment errors detected in the online translation of Arabic
UGC.
","[{'version': 'v1', 'created': 'Mon, 26 Oct 2020 18:01:52 GMT'}]",2020-10-28,"[['Saadany', 'Hadeel', ''], ['Orasan', 'Constantin', '']]"
1370169,2010.13839,Subhajit Chaudhury,"Thomas Carta, Subhajit Chaudhury, Kartik Talamadupula and Michiaki
  Tatsubori","VisualHints: A Visual-Lingual Environment for Multimodal Reinforcement
  Learning",Code is available at http://ibm.biz/VisualHints,,,,cs.LG cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We present VisualHints, a novel environment for multimodal reinforcement
learning (RL) involving text-based interactions along with visual hints
(obtained from the environment). Real-life problems often demand that agents
interact with the environment using both natural language information and
visual perception towards solving a goal. However, most traditional RL
environments either solve pure vision-based tasks like Atari games or
video-based robotic manipulation; or entirely use natural language as a mode of
interaction, like Text-based games and dialog systems. In this work, we aim to
bridge this gap and unify these two approaches in a single environment for
multimodal RL. We introduce an extension of the TextWorld cooking environment
with the addition of visual clues interspersed throughout the environment. The
goal is to force an RL agent to use both text and visual features to predict
natural language action commands for solving the final task of cooking a meal.
We enable variations and difficulties in our environment to emulate various
interactive real-world scenarios. We present a baseline multimodal agent for
solving such problems using CNN-based feature extraction from visual hints and
LSTMs for textual feature extraction. We believe that our proposed
visual-lingual environment will facilitate novel problem settings for the RL
community.
","[{'version': 'v1', 'created': 'Mon, 26 Oct 2020 18:51:02 GMT'}]",2020-10-28,"[['Carta', 'Thomas', ''], ['Chaudhury', 'Subhajit', ''], ['Talamadupula', 'Kartik', ''], ['Tatsubori', 'Michiaki', '']]"
